LoanID,CustomerID,LoanAmount,InterestRate,TermMonths,OriginationDate,Status,RiskGradeAtOrigination
6204,6821,12692.0,5.55,24,2022-06-28,PaidOff,B
6205,10744,60771.0,4.94,36,2017-01-14,PaidOff,B
6206,7364,95863.0,4.43,24,2020-09-06,PaidOff,A
6207,7130,9178.0,5.04,36,2021-07-06,PaidOff,C
6208,7617,64230.0,8.74,36,2018-12-25,Current,D
6209,1452,11920.0,7.19,12,2023-03-28,Current,B
6210,6694,51929.0,5.85,36,2021-11-14,PaidOff,D
6211,3499,7446.0,7.28,48,2018-03-10,PaidOff,D
6212,6101,8841.0,7.1,36,2021-01-23,PaidOff,B
6213,8649,5198.0,12.65,60,2021-05-27,Current,E
6214,7934,40565.0,5.03,24,2023-11-25,Current,C
6215,3446,89760.0,5.42,24,2016-05-11,PaidOff,B
6216,6615,36443.0,5.84,60,2022-03-13,Current,A
6217,5412,24797.0,9.65,36,2015-12-16,PaidOff,D
6218,10949,32834.0,4.77,36,2024-11-12,Current,B
6219,6625,21757.0,10.23,12,2016-06-01,Current,D
6220,4623,53862.0,4.82,48,2019-04-03,Current,A
6221,2001,5008.0,5.63,12,2015-03-18,PaidOff,D
6222,10635,40992.0,8.33,36,2018-02-23,PaidOff,E
6223,7936,209988.0,9.04,36,2019-10-30,PaidOff,D
6224,7065,29896.0,5.71,48,2019-06-13,PaidOff,B
6225,8919,9427.0,6.66,48,2024-08-06,Current,B
6226,3755,112958.0,8.72,36,2015-01-19,Current,C
6227,8420,6945.0,8.01,36,2019-03-01,PaidOff,C
6228,7333,190085.0,7.48,36,2024-07-29,Current,B
6229,6527,221211.0,6.11,48,2020-09-12,PaidOff,C
6230,2880,67331.0,9.04,36,2022-05-30,Current,C
6231,4605,164118.0,7.9,60,2016-02-29,PaidOff,C
6232,6248,44610.0,8.69,12,2022-09-26,Current,E
6233,3883,11589.0,5.6,48,2021-05-20,PaidOff,B
6234,9804,73628.0,5.87,36,2016-10-15,PaidOff,E
6235,5870,18369.0,6.72,36,2022-09-24,PaidOff,B
6236,9204,41014.0,11.13,36,2017-05-15,Current,D
6237,6981,95597.0,7.71,12,2018-08-11,PaidOff,D
6238,3445,258187.0,12.44,24,2024-03-20,Current,D
6239,10588,8575.0,5.29,48,2020-08-02,PaidOff,A
6240,2107,178222.0,8.49,36,2020-02-09,Current,E
6241,4559,178487.0,7.92,36,2024-09-07,Current,B
6242,5108,18018.0,7.25,36,2021-10-06,Current,B
6243,7877,175477.0,6.83,48,2019-02-21,Current,C
6244,7554,14681.0,6.6,48,2024-01-01,Current,C
6245,4846,54823.0,11.16,36,2023-11-12,PaidOff,E
6246,4895,69296.0,6.89,24,2015-07-20,PaidOff,B
6247,6223,155974.0,5.91,36,2021-11-09,Current,B
6248,8399,83387.0,9.27,60,2021-11-07,PaidOff,E
6249,1746,8951.0,9.06,24,2017-05-25,PaidOff,D
6250,5431,23542.0,5.76,48,2018-01-07,PaidOff,A
6251,4236,13569.0,8.02,36,2017-05-10,Current,C
6252,9373,115469.0,4.4,36,2022-04-01,Current,B
6253,2462,96349.0,4.03,36,2022-01-07,PaidOff,A
6254,1690,53730.0,11.83,36,2018-02-04,PaidOff,D
6255,5051,47019.0,8.55,60,2022-01-14,Current,C
6256,7836,41221.0,4.48,36,2021-02-15,Current,A
6257,1050,22173.0,6.34,36,2016-10-13,PaidOff,B
6258,7445,9652.0,7.04,36,2022-01-29,Current,B
6259,7626,27137.0,6.2,36,2022-01-29,PaidOff,B
6260,10582,16193.0,7.61,36,2024-02-05,Current,C
6261,7905,64667.0,7.4,36,2018-06-16,PaidOff,B
6262,3993,35143.0,5.93,36,2022-01-01,Current,C
6263,8984,128359.0,7.04,36,2022-05-07,Current,D
6264,10105,37399.0,5.29,36,2021-12-17,PaidOff,B
6265,7295,105426.0,4.81,36,2024-06-21,Current,C
6266,5111,171363.0,6.21,36,2023-04-16,Current,A
6267,3142,58970.0,4.64,24,2021-10-04,Current,C
6268,9284,191491.0,7.67,60,2022-06-27,PaidOff,C
6269,4520,622356.0,4.95,12,2022-06-14,PaidOff,C
6270,8841,28149.0,5.97,36,2023-10-10,Current,D
6271,8068,48765.0,7.37,36,2015-01-12,PaidOff,A
6272,3062,9433.0,4.46,24,2022-05-09,Current,C
6273,10041,102983.0,7.03,48,2018-03-21,Current,C
6274,8988,17757.0,8.54,36,2021-01-11,Current,E
6275,10323,350958.0,6.68,36,2018-08-15,Current,C
6276,10003,71860.0,9.54,60,2021-02-20,PaidOff,C
6277,2074,23761.0,6.43,12,2019-07-19,PaidOff,D
6278,6618,133274.0,7.94,36,2015-10-30,Current,C
6279,10056,92198.0,8.91,48,2024-04-04,Current,D
6280,5740,13735.0,11.2,36,2024-12-13,Current,E
6281,4742,132779.0,5.37,36,2015-03-04,PaidOff,C
6282,8762,434945.0,6.86,48,2021-08-08,Current,E
6283,8445,13662.0,7.71,48,2023-04-27,Current,A
6284,7233,16388.0,6.31,60,2022-09-04,PaidOff,B
6285,5486,270380.0,4.17,48,2021-01-06,Current,B
6286,2530,9070.0,8.03,36,2018-12-17,PaidOff,A
6287,10533,26439.0,4.58,48,2017-11-03,PaidOff,B
6288,4201,13837.0,8.68,36,2024-10-31,Current,D
6289,1366,30805.0,6.85,24,2016-03-18,PaidOff,B
6290,8644,21203.0,5.62,36,2022-06-16,Current,B
6291,5717,5502.0,5.07,60,2020-12-31,Current,A
6292,9624,13181.0,7.86,36,2015-09-23,PaidOff,B
6293,4250,65353.0,4.32,36,2024-12-28,PaidOff,A
6294,10963,42895.0,4.94,60,2015-05-11,PaidOff,C
6295,7711,80319.0,4.32,60,2024-07-24,Current,C
6296,6689,119436.0,7.9,48,2021-02-23,Current,B
6297,9853,58477.0,10.38,48,2015-04-11,Defaulted,E
6298,7785,27980.0,4.27,48,2024-12-21,Current,A
6299,5227,51410.0,4.98,48,2024-06-26,Current,D
6300,10888,332994.0,7.0,36,2024-05-05,Current,E
6301,7221,87657.0,8.25,24,2021-02-21,PaidOff,D
6302,3636,26731.0,7.91,60,2023-08-29,Current,D
6303,3634,10265.0,6.62,48,2018-03-07,Defaulted,D
6304,1954,29081.0,6.77,36,2015-12-20,PaidOff,C
6305,5948,49961.0,5.44,36,2021-02-21,PaidOff,B
6306,4831,16890.0,6.16,36,2015-10-21,PaidOff,D
6307,1754,29996.0,8.38,36,2018-03-30,Current,C
6308,6984,78604.0,5.24,36,2015-02-17,Current,D
6309,4922,63114.0,6.36,36,2016-03-30,PaidOff,B
6310,5650,225202.0,12.4,36,2017-10-05,PaidOff,E
6311,2793,125561.0,6.99,12,2017-01-18,PaidOff,A
6312,10006,54260.0,5.57,12,2022-03-12,Defaulted,E
6313,4256,10677.0,11.75,24,2017-10-19,PaidOff,C
6314,9677,83731.0,6.68,60,2023-10-04,PaidOff,B
6315,6780,22101.0,4.16,24,2015-08-19,PaidOff,A
6316,3959,65120.0,7.0,36,2017-01-14,PaidOff,B
6317,6820,60369.0,11.4,36,2016-10-04,PaidOff,E
6318,10401,38536.0,5.83,60,2015-11-01,Current,A
6319,9360,11754.0,9.76,36,2015-07-14,PaidOff,D
6320,3599,165362.0,7.41,36,2023-12-01,Defaulted,C
6321,8152,14358.0,11.23,36,2020-06-06,Defaulted,D
6322,5955,41888.0,10.25,24,2021-12-05,Current,E
6323,5574,35311.0,4.5,24,2015-05-24,PaidOff,B
6324,6843,18910.0,4.83,36,2016-04-13,PaidOff,A
6325,1979,70123.0,4.98,48,2015-02-23,PaidOff,C
6326,9778,10266.0,8.23,48,2019-04-08,PaidOff,D
6327,3067,85038.0,4.45,36,2019-12-16,Current,C
6328,1355,361196.0,8.98,36,2019-01-29,Defaulted,D
6329,4904,10124.0,10.51,36,2022-03-30,Current,E
6330,8390,39813.0,10.54,48,2022-07-04,PaidOff,D
6331,6360,454128.0,5.65,36,2024-12-22,PaidOff,A
6332,9962,142640.0,7.55,24,2019-02-25,PaidOff,C
6333,10204,75170.0,10.75,24,2016-05-23,PaidOff,D
6334,7800,11923.0,10.38,48,2022-02-13,PaidOff,D
6335,1055,13235.0,5.82,24,2022-10-24,Current,C
6336,4108,127479.0,6.24,36,2019-03-27,Current,B
6337,10034,67182.0,7.39,12,2016-01-16,Current,A
6338,5940,79745.0,9.27,36,2020-11-03,PaidOff,D
6339,9893,31055.0,6.18,60,2017-08-10,Current,B
6340,5164,9512.0,5.42,36,2020-09-17,Current,C
6341,4510,101032.0,6.97,36,2020-07-30,PaidOff,C
6342,4345,35455.0,4.83,36,2018-10-05,PaidOff,A
6343,1306,29071.0,8.86,48,2019-06-07,PaidOff,B
6344,1721,11106.0,8.44,36,2024-07-30,PaidOff,C
6345,7875,78824.0,11.34,24,2017-09-04,PaidOff,D
6346,3443,7360.0,6.56,60,2023-09-12,Current,C
6347,5974,125205.0,5.11,60,2015-09-17,PaidOff,C
6348,6035,10121.0,7.01,24,2020-07-12,Defaulted,B
6349,9249,501430.0,4.07,24,2017-05-15,PaidOff,A
6350,9054,6099.0,4.5,48,2022-12-04,Current,C
6351,1228,5907.0,8.66,60,2023-07-25,Current,C
6352,1286,6678.0,6.99,48,2019-10-19,PaidOff,A
6353,9515,20440.0,7.47,36,2022-06-09,PaidOff,C
6354,5677,17141.0,7.53,36,2015-03-10,PaidOff,D
6355,4320,37106.0,8.28,12,2016-10-23,PaidOff,C
6356,8515,7983.0,5.35,48,2017-04-21,PaidOff,B
6357,3608,82431.0,4.7,36,2023-08-07,PaidOff,C
6358,9149,245203.0,6.78,24,2015-11-23,PaidOff,B
6359,1848,109212.0,8.66,36,2016-08-26,PaidOff,C
6360,3723,484197.0,7.39,48,2020-04-30,Current,C
6361,10822,16530.0,6.82,36,2016-10-23,PaidOff,A
6362,6927,51467.0,6.82,48,2024-07-11,Defaulted,D
6363,6472,24572.0,7.81,36,2015-02-06,Current,C
6364,6429,46374.0,6.14,36,2019-02-07,Current,A
6365,6295,15217.0,8.42,24,2018-12-06,Current,C
6366,5982,35744.0,4.41,36,2023-07-19,Defaulted,B
6367,9553,35920.0,10.41,12,2017-12-15,Current,D
6368,6104,367443.0,7.61,36,2018-08-29,Defaulted,D
6369,4579,12175.0,10.12,36,2016-09-14,Defaulted,D
6370,8204,191042.0,6.52,36,2019-12-13,PaidOff,B
6371,9374,190468.0,7.02,48,2020-04-16,PaidOff,A
6372,3033,86495.0,5.95,36,2021-12-26,PaidOff,B
6373,7551,31349.0,4.88,60,2015-08-25,Current,C
6374,7746,38370.0,7.27,60,2024-02-06,Defaulted,D
6375,9369,193264.0,9.41,60,2018-10-16,PaidOff,E
6376,7478,16423.0,4.21,36,2017-01-22,Current,A
6377,3235,23588.0,4.43,36,2021-10-20,PaidOff,A
6378,5653,16559.0,6.85,36,2022-08-26,PaidOff,C
6379,6677,30363.0,6.31,36,2024-03-06,Current,B
6380,6118,22513.0,11.8,36,2018-07-27,Defaulted,E
6381,1677,110715.0,9.57,36,2016-01-03,PaidOff,D
6382,5705,50776.0,4.67,36,2024-05-03,PaidOff,B
6383,1882,25374.0,6.79,12,2017-03-17,PaidOff,D
6384,2659,10707.0,6.76,48,2017-11-15,Current,D
6385,8376,5960.0,4.04,36,2019-01-27,Current,C
6386,4456,14293.0,7.67,36,2023-06-12,Current,C
6387,9527,23822.0,8.54,24,2017-01-28,Current,D
6388,7422,103855.0,7.28,36,2020-02-20,PaidOff,C
6389,2574,99451.0,6.32,36,2023-04-25,Current,C
6390,8216,163725.0,8.8,36,2017-12-27,Current,D
6391,4564,29749.0,5.48,48,2021-06-16,PaidOff,B
6392,10346,10607.0,6.13,24,2016-07-02,PaidOff,C
6393,2419,64095.0,7.79,36,2021-12-11,Current,A
6394,7044,18711.0,6.28,48,2017-04-04,PaidOff,B
6395,9922,15054.0,4.23,36,2018-11-03,Current,B
6396,7261,19065.0,10.76,24,2016-01-23,PaidOff,D
6397,7573,575685.0,6.0,36,2020-04-22,Current,B
6398,10010,40512.0,6.57,48,2017-09-28,PaidOff,A
6399,3795,11437.0,10.98,24,2018-12-05,PaidOff,D
6400,10248,861192.0,7.92,60,2022-05-13,Current,D
6401,9910,5908.0,12.13,36,2017-11-21,PaidOff,D
6402,9889,50073.0,8.48,36,2024-02-22,Current,C
6403,7407,90056.0,6.82,48,2017-01-15,PaidOff,B
6404,8285,57002.0,7.79,36,2019-12-10,PaidOff,C
6405,1067,80506.0,10.84,24,2019-11-15,PaidOff,E
6406,3547,142544.0,7.71,48,2024-08-29,Current,C
6407,10656,170900.0,5.17,36,2017-05-31,Current,A
6408,4487,170058.0,7.52,60,2019-05-12,PaidOff,C
6409,8442,128405.0,9.36,24,2016-04-19,PaidOff,D
6410,9025,667683.0,8.52,36,2018-01-11,Current,B
6411,3937,12934.0,9.28,48,2016-05-07,Current,D
6412,5260,42030.0,6.96,36,2019-05-02,PaidOff,B
6413,5988,77254.0,6.21,36,2018-03-01,PaidOff,B
6414,2337,128376.0,7.06,24,2015-05-01,PaidOff,A
6415,10373,155947.0,5.43,48,2022-06-24,Current,C
6416,10569,13543.0,5.69,24,2018-03-24,Current,C
6417,9177,98414.0,4.67,48,2021-03-20,Current,D
6418,10053,8681.0,9.64,36,2016-06-18,Defaulted,E
6419,3903,818815.0,9.14,48,2016-02-26,Current,E
6420,5629,61626.0,6.46,36,2016-09-29,PaidOff,A
6421,10677,8370.0,8.92,36,2021-05-11,PaidOff,B
6422,6185,18220.0,6.14,36,2018-02-04,PaidOff,B
6423,4891,501119.0,4.06,48,2020-10-06,Current,A
6424,5666,5840.0,6.61,36,2023-08-29,Current,C
6425,6709,11206.0,6.72,24,2015-04-21,PaidOff,A
6426,10323,346759.0,4.06,36,2017-06-24,PaidOff,D
6427,6567,8351.0,7.13,36,2016-09-05,PaidOff,E
6428,3257,103844.0,7.25,36,2020-10-11,PaidOff,C
6429,10834,34457.0,8.47,36,2022-01-30,PaidOff,E
6430,3029,50309.0,5.6,24,2019-01-12,PaidOff,A
6431,2781,72856.0,7.81,12,2022-01-12,PaidOff,C
6432,1472,36517.0,10.57,36,2016-02-06,Current,D
6433,5345,17283.0,4.93,48,2021-07-14,PaidOff,C
6434,5849,396000.0,6.05,36,2017-11-14,PaidOff,E
6435,5590,38455.0,6.45,36,2023-01-05,Current,C
6436,3864,14467.0,7.27,36,2024-02-20,Current,C
6437,6185,28791.0,4.34,48,2023-03-06,Current,B
6438,8171,21597.0,9.81,36,2016-03-30,Current,B
6439,3311,58556.0,8.88,36,2022-12-13,PaidOff,B
6440,3112,11517.0,5.93,36,2024-01-07,Current,B
6441,6256,24503.0,7.04,12,2016-06-10,Current,C
6442,5972,157354.0,9.17,48,2019-12-18,PaidOff,D
6443,5890,26518.0,6.82,36,2019-10-06,PaidOff,D
6444,7427,32401.0,9.42,24,2022-01-20,Current,D
6445,4077,30456.0,8.28,36,2017-05-13,PaidOff,B
6446,3861,30976.0,6.89,48,2019-09-23,Current,B
6447,4068,24983.0,5.12,36,2021-08-04,Current,A
6448,8386,30748.0,6.64,48,2020-04-27,Defaulted,D
6449,2911,11880.0,6.52,36,2018-07-28,Current,C
6450,6523,233368.0,7.59,36,2022-02-05,PaidOff,D
6451,6222,17087.0,9.25,36,2023-06-10,Current,D
6452,2833,202832.0,7.18,36,2017-08-03,PaidOff,B
6453,4337,32952.0,5.39,36,2015-08-13,Current,B
6454,8148,8709.0,6.94,36,2016-06-12,PaidOff,D
6455,5019,49899.0,6.07,48,2015-07-05,PaidOff,C
6456,7422,20889.0,4.71,36,2018-03-30,Current,C
6457,6463,32227.0,5.27,36,2022-10-24,PaidOff,A
6458,4859,36053.0,4.85,48,2023-02-15,PaidOff,B
6459,2745,100849.0,7.62,12,2015-08-13,PaidOff,C
6460,5133,136321.0,8.21,36,2022-09-21,Current,E
6461,3176,25986.0,10.01,48,2020-05-03,Defaulted,D
6462,10106,7984.0,9.43,48,2016-03-09,Current,D
6463,9236,23526.0,9.62,36,2015-02-05,Current,D
6464,5396,18394.0,6.6,24,2023-09-09,PaidOff,C
6465,10701,143682.0,6.63,36,2020-01-26,Current,C
6466,3080,14900.0,7.26,24,2018-07-08,Current,C
6467,7112,11606.0,6.35,36,2022-11-28,PaidOff,C
6468,4869,62494.0,5.47,24,2024-04-05,Current,C
6469,9077,14092.0,6.62,36,2023-04-23,Current,C
6470,7695,99653.0,11.26,36,2017-09-19,PaidOff,E
6471,4410,10806.0,7.29,12,2019-08-09,Current,D
6472,10525,29328.0,5.11,36,2023-07-24,Current,B
6473,4281,109015.0,5.29,36,2019-01-10,Current,C
6474,8089,17110.0,7.48,48,2023-10-26,PaidOff,D
6475,5231,7223.0,5.02,36,2015-02-23,PaidOff,C
6476,1937,18968.0,7.48,24,2016-03-22,PaidOff,C
6477,1911,12120.0,7.53,36,2019-08-22,Current,A
6478,8727,11996.0,4.41,12,2024-12-19,Current,B
6479,1311,6713.0,5.56,36,2017-09-15,PaidOff,B
6480,8467,84855.0,8.95,48,2023-05-23,PaidOff,D
6481,8954,5458.0,6.81,12,2017-06-03,PaidOff,C
6482,3638,49213.0,8.22,48,2020-02-28,PaidOff,B
6483,3080,82295.0,8.22,36,2021-01-29,PaidOff,D
6484,2183,85422.0,9.36,24,2023-05-21,Current,C
6485,3074,99087.0,9.34,60,2023-08-14,PaidOff,C
6486,8960,90426.0,10.19,36,2018-08-06,Current,E
6487,1698,30175.0,11.05,36,2023-08-20,Current,E
6488,1161,1571226.0,4.14,48,2016-07-11,PaidOff,A
6489,3759,10246.0,9.48,60,2019-09-11,PaidOff,C
6490,6454,35252.0,10.4,36,2017-05-21,PaidOff,E
6491,5024,337014.0,9.51,36,2015-11-14,PaidOff,D
6492,8356,46895.0,6.91,60,2019-08-24,PaidOff,D
6493,2241,18416.0,7.16,36,2023-10-24,Defaulted,D
6494,7457,191423.0,4.65,36,2023-10-16,Current,B
6495,3401,16310.0,7.92,36,2020-07-22,PaidOff,B
6496,7129,64774.0,7.54,36,2021-03-28,Current,B
6497,7017,10478.0,6.43,60,2016-05-09,Current,C
6498,9189,20447.0,7.66,36,2020-11-11,Current,C
6499,10355,17193.0,6.87,36,2021-07-06,Current,D
6500,3371,29563.0,7.06,36,2020-02-03,Current,D
6501,3011,8178.0,10.12,48,2015-02-15,PaidOff,D
6502,10926,28930.0,8.61,36,2023-12-01,Current,C
6503,6015,168722.0,5.04,24,2024-12-09,PaidOff,B
6504,8289,55599.0,7.02,60,2020-03-17,Current,C
6505,10383,171347.0,5.55,36,2016-09-10,Current,C
6506,5757,29377.0,9.55,36,2024-01-08,Current,D
6507,4131,56737.0,7.38,36,2017-03-21,PaidOff,C
6508,1533,65680.0,7.39,24,2020-08-07,PaidOff,C
6509,2555,7069.0,11.81,48,2016-06-25,Current,E
6510,4698,35812.0,7.53,24,2022-03-09,PaidOff,D
6511,10115,7138.0,7.7,36,2020-02-28,Current,E
6512,3180,138650.0,7.29,24,2016-12-21,PaidOff,C
6513,2109,69864.0,6.93,36,2018-01-06,Current,B
6514,10847,6514.0,9.73,60,2021-07-28,Defaulted,E
6515,9342,70746.0,8.13,60,2022-12-02,Defaulted,D
6516,8689,66161.0,6.53,36,2018-03-02,PaidOff,C
6517,5602,187561.0,4.35,36,2023-08-24,PaidOff,B
6518,5230,62785.0,6.16,36,2022-11-08,Current,C
6519,2639,109707.0,9.71,48,2024-06-16,Defaulted,D
6520,10181,24014.0,11.06,36,2018-01-12,PaidOff,D
6521,2453,192757.0,6.95,24,2024-04-25,Current,D
6522,1306,8651.0,5.44,36,2015-04-17,PaidOff,B
6523,3809,107691.0,8.75,60,2023-01-22,PaidOff,A
6524,6859,41646.0,6.6,24,2016-09-16,Current,B
6525,9156,10824.0,4.62,12,2022-06-20,Current,D
6526,7498,17871.0,8.3,60,2024-09-07,Current,A
6527,10967,48737.0,7.15,36,2022-10-17,PaidOff,D
6528,1615,8374.0,5.2,48,2020-11-13,PaidOff,D
6529,10206,14595.0,6.69,36,2017-11-28,Current,B
6530,4628,16659.0,9.97,36,2015-05-21,PaidOff,C
6531,9610,305511.0,10.37,36,2018-09-17,Defaulted,D
6532,1391,109901.0,5.43,48,2022-07-19,PaidOff,B
6533,9210,24179.0,5.45,48,2016-06-21,PaidOff,A
6534,9436,23628.0,4.45,36,2018-05-29,PaidOff,A
6535,3395,28142.0,4.95,24,2015-04-10,PaidOff,C
6536,7027,5410.0,9.36,48,2023-08-01,Current,B
6537,10778,93772.0,8.92,48,2022-10-21,PaidOff,B
6538,2665,95474.0,5.74,48,2020-10-13,PaidOff,A
6539,4332,44729.0,5.77,36,2018-11-03,PaidOff,A
6540,4814,35601.0,11.58,36,2015-12-14,PaidOff,D
6541,7699,43069.0,8.34,60,2016-12-16,PaidOff,D
6542,3755,39574.0,6.58,60,2016-06-18,Current,C
6543,7363,8660.0,7.09,36,2020-11-15,Current,C
6544,3023,61205.0,9.7,48,2018-03-20,Current,D
6545,10634,176058.0,11.24,36,2015-08-23,Current,D
6546,1374,137838.0,4.73,36,2020-10-26,PaidOff,B
6547,1433,7811.0,9.48,24,2020-09-02,PaidOff,C
6548,1356,21128.0,4.18,48,2018-01-03,Current,D
6549,5726,5459.0,4.79,24,2018-07-13,PaidOff,C
6550,7747,71728.0,6.68,24,2022-03-06,Current,D
6551,7088,46565.0,4.62,48,2018-02-12,Current,B
6552,7024,11623.0,7.99,24,2023-08-12,Current,D
6553,5591,19951.0,8.65,48,2024-09-07,Current,E
6554,9126,40360.0,4.5,48,2020-11-01,PaidOff,A
6555,9227,33603.0,12.29,36,2022-07-08,PaidOff,D
6556,10383,307177.0,10.11,24,2024-12-28,PaidOff,D
6557,6116,33223.0,6.24,36,2016-01-08,Current,B
6558,10509,9257.0,10.6,36,2019-12-11,Current,E
6559,1754,6056.0,7.41,60,2024-09-15,Current,C
6560,7993,31725.0,6.49,36,2023-01-14,Current,C
6561,5003,5623.0,6.29,24,2019-03-20,Current,C
6562,6567,8236.0,6.54,36,2024-06-19,Current,D
6563,3108,14841.0,7.12,36,2016-03-10,PaidOff,C
6564,8140,51919.0,9.2,36,2019-01-07,PaidOff,D
6565,5094,66707.0,8.64,36,2018-06-09,PaidOff,E
6566,10496,19127.0,8.02,24,2024-09-09,PaidOff,B
6567,9493,50140.0,6.66,48,2017-04-23,PaidOff,C
6568,7178,5050.0,9.63,36,2016-02-23,PaidOff,D
6569,5231,13730.0,4.21,48,2022-11-25,Current,C
6570,1994,89245.0,5.52,36,2018-08-13,PaidOff,C
6571,7716,207407.0,8.71,48,2023-05-24,PaidOff,D
6572,5716,56657.0,8.42,24,2016-01-25,Current,D
6573,2756,13720.0,8.28,36,2018-05-08,Current,D
6574,3131,35652.0,6.33,24,2019-12-12,PaidOff,C
6575,6471,6076.0,9.06,36,2015-07-07,PaidOff,D
6576,10834,139843.0,9.26,48,2016-03-05,PaidOff,D
6577,7668,26194.0,11.36,36,2016-12-20,PaidOff,D
6578,7009,32772.0,4.72,48,2023-03-10,PaidOff,A
6579,10910,199492.0,6.99,36,2021-01-22,Current,D
6580,2438,102507.0,7.06,36,2018-12-29,Current,B
6581,3955,54924.0,6.85,24,2021-08-28,Current,C
6582,5519,18919.0,8.85,36,2020-02-22,Current,D
6583,9815,217314.0,10.02,24,2017-12-01,PaidOff,D
6584,6800,850743.0,7.88,36,2016-08-24,PaidOff,D
6585,3114,86627.0,9.16,36,2023-12-22,PaidOff,D
6586,7729,78872.0,7.84,48,2018-02-21,Current,C
6587,8517,7303.0,6.39,36,2022-10-18,Current,B
6588,4232,279401.0,4.54,12,2021-10-23,Current,A
6589,7992,202396.0,5.62,24,2023-12-03,Current,B
6590,10473,9229.0,9.19,48,2016-10-20,Current,D
6591,1244,15161.0,9.33,36,2020-05-02,Current,D
6592,9838,6628.0,4.61,24,2015-04-12,PaidOff,A
6593,1524,37614.0,5.4,36,2017-02-16,PaidOff,C
6594,8568,15181.0,7.12,60,2019-01-05,PaidOff,D
6595,5103,36688.0,6.6,48,2015-04-13,Current,A
6596,9944,7579.0,4.85,36,2020-08-05,PaidOff,A
6597,1342,37708.0,6.49,36,2015-06-26,PaidOff,B
6598,4987,31926.0,9.58,36,2017-04-17,PaidOff,E
6599,5205,433752.0,5.46,36,2015-08-16,Current,D
6600,3564,46279.0,6.46,36,2024-10-31,Current,C
6601,3230,10409.0,9.8,36,2021-08-28,PaidOff,E
6602,5851,1380225.0,8.44,24,2024-01-20,Current,B
6603,5828,389624.0,6.03,48,2019-05-21,PaidOff,C
6604,9367,14431.0,5.74,36,2023-03-05,PaidOff,A
6605,4694,44469.0,6.33,36,2020-06-30,Current,A
6606,8313,63537.0,7.91,36,2018-09-11,Current,A
6607,2574,62842.0,8.54,60,2015-05-06,PaidOff,D
6608,1327,89931.0,8.12,36,2020-08-13,PaidOff,D
6609,7036,5083.0,6.39,36,2015-05-22,Current,D
6610,5096,37809.0,8.0,48,2020-03-31,PaidOff,D
6611,6645,83621.0,8.46,60,2015-02-11,PaidOff,C
6612,9992,67768.0,4.5,36,2023-10-13,PaidOff,A
6613,8664,137792.0,5.99,36,2021-10-17,PaidOff,A
6614,7961,74366.0,6.76,36,2021-11-10,PaidOff,C
6615,2617,14494.0,6.36,36,2022-07-22,Current,C
6616,5020,12526.0,9.8,48,2023-06-15,Current,C
6617,10088,54338.0,9.15,24,2021-12-14,PaidOff,C
6618,7245,94145.0,6.77,36,2017-12-22,PaidOff,E
6619,3401,100531.0,6.01,48,2017-08-28,PaidOff,B
6620,7872,39062.0,6.84,36,2021-05-02,PaidOff,B
6621,2365,8199.0,7.4,36,2022-02-16,Current,C
6622,6824,58459.0,9.32,24,2019-03-26,Current,E
6623,3251,8162.0,4.87,48,2016-04-04,PaidOff,C
6624,6950,55545.0,4.6,48,2019-10-14,PaidOff,D
6625,6324,21038.0,7.24,36,2020-04-12,PaidOff,C
6626,8846,197481.0,5.15,36,2023-07-21,Current,C
6627,8694,60941.0,4.26,36,2023-05-31,Current,A
6628,1301,40790.0,5.89,36,2018-05-16,PaidOff,E
6629,8259,76858.0,9.22,36,2023-01-21,Current,D
6630,8793,13229.0,7.82,60,2020-03-17,PaidOff,C
6631,4908,38902.0,7.4,48,2019-07-13,PaidOff,C
6632,3083,7302.0,5.14,24,2024-01-03,PaidOff,C
6633,5958,174875.0,5.97,24,2015-09-17,PaidOff,D
6634,2205,156914.0,5.32,36,2019-07-29,PaidOff,C
6635,8768,828595.0,6.9,36,2021-12-12,PaidOff,C
6636,9424,10345.0,6.15,48,2017-01-31,Current,B
6637,8171,54017.0,6.25,36,2019-02-13,PaidOff,C
6638,4621,99516.0,7.84,36,2016-06-21,Current,D
6639,4266,37732.0,7.81,12,2021-05-08,PaidOff,C
6640,1618,79638.0,7.48,36,2024-04-04,Current,D
6641,2440,12689.0,11.38,48,2021-05-04,Current,D
6642,5102,50025.0,6.11,36,2015-07-15,PaidOff,B
6643,9020,70104.0,4.28,24,2020-12-28,Current,B
6644,3871,50273.0,5.56,36,2022-07-14,Defaulted,B
6645,6318,18605.0,5.96,36,2020-03-14,PaidOff,C
6646,5785,44742.0,6.03,48,2016-04-14,PaidOff,D
6647,1390,48178.0,9.19,36,2023-09-01,Current,D
6648,2791,70181.0,5.01,36,2023-01-26,PaidOff,D
6649,8593,77060.0,7.72,36,2017-11-20,Current,E
6650,3301,10334.0,7.67,36,2015-10-11,PaidOff,A
6651,7337,43844.0,7.59,36,2021-08-24,PaidOff,C
6652,3421,21527.0,4.95,36,2017-01-11,PaidOff,B
6653,5769,489158.0,8.59,36,2019-03-03,Current,D
6654,4366,34857.0,5.91,48,2022-06-13,Current,C
6655,8775,15847.0,7.1,60,2024-11-12,Current,D
6656,10893,39094.0,7.03,36,2022-04-03,PaidOff,C
6657,10863,253997.0,4.45,48,2019-06-26,PaidOff,B
