SnapshotID,LoanID,SnapshotDate,OutstandingAmount,PastDueDays,CumulativePayments,DefaultFlag
6126,11125,2025-10-14,0.0,10,33029.72,0
6127,11126,2025-10-14,0.0,0,37927.08,0
6128,11127,2025-10-14,3793.34,0,199650.66,0
6129,11128,2025-10-14,0.0,0,34398.0,0
6130,11129,2025-10-14,0.0,0,31370.4,0
6131,11130,2025-10-14,0.0,10,5950.1,0
6132,11131,2025-10-14,54470.44,0,95058.56,0
6133,11132,2025-10-14,0.0,50,95835.0,0
6134,11133,2025-10-14,0.0,17,281695.68,0
6135,11134,2025-10-14,0.0,4,13188.26,0
6136,11135,2025-10-14,0.0,11,42401.16,0
6137,11136,2025-10-14,18077.31,103,6345.69,1
6138,11137,2025-10-14,0.0,0,15137.28,0
6139,11138,2025-10-14,0.0,15,7932.87,0
6140,11139,2025-10-14,0.0,6,18869.66,0
6141,11140,2025-10-14,0.0,14,123998.35,0
6142,11141,2025-10-14,0.0,0,18528.48,0
6143,11142,2025-10-14,0.0,3,160904.64,0
6144,11143,2025-10-14,0.0,13,154304.64,0
6145,11144,2025-10-14,0.0,21,19342.44,0
6146,11145,2025-10-14,315.16,24,8617.84,0
6147,11146,2025-10-14,0.0,4,41098.68,0
6148,11147,2025-10-14,0.0,10,39209.4,0
6149,11148,2025-10-14,0.0,7,15633.42,0
6150,11149,2025-10-14,0.0,8,27629.7,0
6151,11150,2025-10-14,0.0,8,96798.6,0
6152,11151,2025-10-14,23066.74,63,7788.26,1
6153,11152,2025-10-14,0.0,0,191826.72,0
6154,11153,2025-10-14,23262.97,70,15059.03,1
6155,11154,2025-10-14,0.0,9,7938.24,0
6156,11155,2025-10-14,0.0,0,34608.26,0
6157,11156,2025-10-14,0.0,21,187309.74,0
6158,11157,2025-10-14,0.0,11,29989.4,0
6159,11158,2025-10-14,0.0,0,19551.84,0
6160,11159,2025-10-14,0.0,5,111995.28,0
6161,11160,2025-10-14,2936.75,4,4436.25,0
6162,11161,2025-10-14,0.0,16,30108.75,0
6163,11162,2025-10-14,4647.12,12,37193.88,0
6164,11163,2025-10-14,0.0,4,27255.69,0
6165,11164,2025-10-14,0.0,6,220854.0,0
6166,11165,2025-10-14,0.0,0,91638.4,0
6167,11166,2025-10-14,13426.2,80,8026.8,0
6168,11167,2025-10-14,0.0,8,123279.12,0
6169,11168,2025-10-14,0.0,11,16115.4,0
6170,11169,2025-10-14,0.0,0,72837.12,0
6171,11170,2025-10-14,0.0,0,145438.56,0
6172,11171,2025-10-14,0.0,0,15430.32,0
6173,11172,2025-10-14,0.0,8,83021.04,0
6174,11173,2025-10-14,0.0,0,13322.88,0
6175,11174,2025-10-14,0.0,0,7147.76,0
6176,11175,2025-10-14,0.0,2,18983.52,0
6177,11176,2025-10-14,0.0,0,100651.68,0
6178,11177,2025-10-14,0.0,0,42187.68,0
6179,11178,2025-10-14,0.0,0,8775.0,0
6180,11179,2025-10-14,0.0,16,50341.44,0
6181,11180,2025-10-14,0.0,9,7643.4,0
6182,11181,2025-10-14,0.0,4,8265.74,0
6183,11182,2025-10-14,0.0,17,7045.92,0
6184,11183,2025-10-14,0.0,19,58590.0,0
6185,11184,2025-10-14,0.0,15,405402.24,0
6186,11185,2025-10-14,0.0,0,33211.08,0
6187,11186,2025-10-14,0.0,2,67300.32,0
6188,11187,2025-10-14,6830.52,0,167603.48,0
6189,11188,2025-10-14,21799.1,9,9954.9,0
6190,11189,2025-10-14,0.0,16,30269.4,0
6191,11190,2025-10-14,0.0,20,24645.96,0
6192,11191,2025-10-14,0.0,13,38281.28,0
6193,11192,2025-10-14,0.0,0,193258.2,0
6194,11193,2025-10-14,6757.6,16,12715.4,0
6195,11194,2025-10-14,0.0,4,15504.48,0
6196,11195,2025-10-14,0.0,18,24004.18,0
6197,11196,2025-10-14,0.0,5,16993.8,0
6198,11197,2025-10-14,0.0,13,16977.84,0
6199,11198,2025-10-14,0.0,0,33202.62,0
6200,11199,2025-10-14,5420.54,1,229623.46,0
6201,11200,2025-10-14,157275.01,2,56672.99,0
6202,11201,2025-10-14,0.0,0,18395.76,0
6203,11202,2025-10-14,0.0,0,28824.96,0
6204,11203,2025-10-14,46622.78,0,70990.22,0
6205,11204,2025-10-14,0.0,19,32641.84,0
6206,11205,2025-10-14,0.0,0,15628.1,0
6207,11206,2025-10-14,142127.93,44,97869.07,0
6208,11207,2025-10-14,0.0,28,55499.4,0
6209,11208,2025-10-14,0.0,0,20902.92,0
6210,11209,2025-10-14,0.0,0,26307.84,0
6211,11210,2025-10-14,39526.66,4,86580.34,0
6212,11211,2025-10-14,1309.77,0,18409.23,0
6213,11212,2025-10-14,0.0,23,97660.83,0
6214,11213,2025-10-14,0.0,23,6478.2,0
6215,11214,2025-10-14,14944.2,9,2302.8,1
6216,11215,2025-10-14,0.0,31,15865.92,0
6217,11216,2025-10-14,0.0,0,89741.05,0
6218,11217,2025-10-14,4469.9,0,10067.1,0
6219,11218,2025-10-14,6161.1,2,12972.9,0
6220,11219,2025-10-14,52268.92,0,8455.08,0
6221,11220,2025-10-14,81537.63,0,267803.37,0
6222,11221,2025-10-14,0.0,0,57532.56,0
6223,11222,2025-10-14,0.0,38,9097.92,0
6224,11223,2025-10-14,0.0,18,617254.2,0
6225,11224,2025-10-14,0.0,2,86981.04,0
6226,11225,2025-10-14,0.0,36,246897.75,0
6227,11226,2025-10-14,5262.28,50,483710.72,0
6228,11227,2025-10-14,4290.84,0,9313.16,0
6229,11228,2025-10-14,0.0,19,10181.63,0
6230,11229,2025-10-14,0.0,10,7703.52,0
6231,11230,2025-10-14,7300.34,0,224631.66,0
6232,11231,2025-10-14,0.0,0,66650.04,0
6233,11232,2025-10-14,0.0,0,13540.56,0
6234,11233,2025-10-14,0.0,0,88650.36,0
6235,11234,2025-10-14,0.0,16,13836.96,0
6236,11235,2025-10-14,0.0,13,24001.2,0
6237,11236,2025-10-14,0.0,10,27297.9,0
6238,11237,2025-10-14,9425.6,19,6642.4,0
6239,11238,2025-10-14,0.0,6,18669.15,0
6240,11239,2025-10-14,0.0,0,192602.55,0
6241,11240,2025-10-14,8487.63,41,3345.37,1
6242,11241,2025-10-14,0.0,15,11732.4,0
6243,11242,2025-10-14,0.0,0,16867.8,0
6244,11243,2025-10-14,0.0,2,12230.28,0
6245,11244,2025-10-14,9682.39,0,32744.61,0
6246,11245,2025-10-14,30344.44,25,50566.56,0
6247,11246,2025-10-14,86.42,2,59540.58,0
6248,11247,2025-10-14,0.0,0,83882.64,0
6249,11248,2025-10-14,0.0,14,158744.25,0
6250,11249,2025-10-14,368.56,1,22013.44,0
6251,11250,2025-10-14,0.0,8,131849.28,0
6252,11251,2025-10-14,0.0,46,21245.92,0
6253,11252,2025-10-14,3017.1,0,18168.9,0
6254,11253,2025-10-14,0.0,24,14362.96,0
6255,11254,2025-10-14,0.0,0,96951.84,0
6256,11255,2025-10-14,10816.14,0,5473.86,0
6257,11256,2025-10-14,4796.2,22,5188.8,0
6258,11257,2025-10-14,0.0,4,50776.2,0
6259,11258,2025-10-14,5255.2,0,44364.8,0
6260,11259,2025-10-14,116506.19,47,54754.81,1
6261,11260,2025-10-14,168.62,0,9466.38,0
6262,11261,2025-10-14,0.0,10,109464.88,0
6263,11262,2025-10-14,731.19,0,5245.81,0
6264,11263,2025-10-14,0.0,7,84910.58,0
6265,11264,2025-10-14,0.0,0,84685.16,0
6266,11265,2025-10-14,0.0,9,8181.6,0
6267,11266,2025-10-14,0.0,0,16798.65,0
6268,11267,2025-10-14,0.0,3,29434.08,0
6269,11268,2025-10-14,0.0,0,186865.38,0
6270,11269,2025-10-14,12158.36,4,14867.64,0
6271,11270,2025-10-14,0.0,0,84458.52,0
6272,11271,2025-10-14,0.0,24,75871.94,0
6273,11272,2025-10-14,0.0,0,16106.28,0
6274,11273,2025-10-14,0.0,0,116700.48,0
6275,11274,2025-10-14,0.0,5,11467.2,0
6276,11275,2025-10-14,0.0,0,60533.9,0
6277,11276,2025-10-14,0.0,0,60300.36,0
6278,11277,2025-10-14,13583.66,147,5528.34,1
6279,11278,2025-10-14,0.0,0,61743.24,0
6280,11279,2025-10-14,0.0,4,336616.8,0
6281,11280,2025-10-14,0.0,13,372263.03,0
6282,11281,2025-10-14,0.0,26,14642.78,0
6283,11282,2025-10-14,0.0,8,149957.28,0
6284,11283,2025-10-14,0.0,4,121582.8,0
6285,11284,2025-10-14,0.0,10,11631.74,0
6286,11285,2025-10-14,2807.8,0,10240.2,0
6287,11286,2025-10-14,0.0,28,17720.4,0
6288,11287,2025-10-14,0.0,7,42686.66,0
6289,11288,2025-10-14,0.0,18,51397.5,0
6290,11289,2025-10-14,0.0,46,104116.32,0
6291,11290,2025-10-14,0.0,17,254973.22,0
6292,11291,2025-10-14,0.0,6,13362.68,0
6293,11292,2025-10-14,0.0,32,95692.08,0
6294,11293,2025-10-14,0.0,32,12954.63,0
6295,11294,2025-10-14,0.0,8,8054.26,0
6296,11295,2025-10-14,0.0,24,38859.42,0
6297,11296,2025-10-14,0.0,23,21242.88,0
6298,11297,2025-10-14,0.0,5,42498.72,0
6299,11298,2025-10-14,2342.92,0,8002.08,0
6300,11299,2025-10-14,319.49,0,17335.51,0
6301,11300,2025-10-14,0.0,18,30609.95,0
6302,11301,2025-10-14,0.0,0,84345.0,0
6303,11302,2025-10-14,12674.08,0,8538.92,0
6304,11303,2025-10-14,0.0,0,5965.2,0
6305,11304,2025-10-14,0.0,16,63995.05,0
6306,11305,2025-10-14,0.0,0,102824.04,0
6307,11306,2025-10-14,0.0,30,40609.8,0
6308,11307,2025-10-14,3440.7,95,2401.3,1
6309,11308,2025-10-14,0.0,0,197520.72,0
6310,11309,2025-10-14,0.0,0,366876.0,0
6311,11310,2025-10-14,0.0,0,238424.64,0
6312,11311,2025-10-14,0.0,33,16677.85,0
6313,11312,2025-10-14,0.0,0,9577.08,0
6314,11313,2025-10-14,0.0,0,50758.56,0
6315,11314,2025-10-14,27954.8,43,6791.2,0
6316,11315,2025-10-14,111622.08,62,48435.92,1
6317,11316,2025-10-14,0.0,5,29721.6,0
6318,11317,2025-10-14,0.0,0,15946.56,0
6319,11318,2025-10-14,255985.86,51,70992.14,1
6320,11319,2025-10-14,9406.6,5,83831.4,0
6321,11320,2025-10-14,2113.2,0,59430.8,0
6322,11321,2025-10-14,0.0,13,93576.24,0
6323,11322,2025-10-14,6767.64,0,2527.36,0
6324,11323,2025-10-14,0.0,16,118166.4,0
6325,11324,2025-10-14,0.0,0,47411.28,0
6326,11325,2025-10-14,0.0,12,45767.52,0
6327,11326,2025-10-14,0.0,0,43843.68,0
6328,11327,2025-10-14,0.0,0,447467.73,0
6329,11328,2025-10-14,0.0,0,206250.8,0
6330,11329,2025-10-14,0.0,16,16714.8,0
6331,11330,2025-10-14,30231.04,0,12468.96,0
6332,11331,2025-10-14,14586.6,57,138371.4,0
6333,11332,2025-10-14,14488.63,84,4741.37,1
6334,11333,2025-10-14,15371.68,77,6846.32,1
6335,11334,2025-10-14,0.0,25,568540.7,0
6336,11335,2025-10-14,0.0,7,225407.4,0
6337,11336,2025-10-14,0.0,0,138463.83,0
6338,11337,2025-10-14,872.22,36,43767.78,0
6339,11338,2025-10-14,0.0,1,42789.95,0
6340,11339,2025-10-14,0.0,27,8418.6,0
6341,11340,2025-10-14,0.0,13,11839.2,0
6342,11341,2025-10-14,3319.25,26,15988.75,0
6343,11342,2025-10-14,0.0,0,13630.68,0
6344,11343,2025-10-14,0.0,0,91445.4,0
6345,11344,2025-10-14,0.0,34,23549.4,0
6346,11345,2025-10-14,0.0,17,204297.16,0
6347,11346,2025-10-14,0.0,22,87092.02,0
6348,11347,2025-10-14,377.5,0,15185.5,0
6349,11348,2025-10-14,0.0,14,36672.32,0
6350,11349,2025-10-14,0.0,0,102818.45,0
6351,11350,2025-10-14,0.0,9,120042.72,0
6352,11351,2025-10-14,5029.24,0,100118.76,0
6353,11352,2025-10-14,0.0,14,6092.28,0
6354,11353,2025-10-14,0.0,3,53364.96,0
6355,11354,2025-10-14,124948.41,36,28983.59,1
6356,11355,2025-10-14,0.0,0,52458.78,0
6357,11356,2025-10-14,0.0,0,93851.8,0
6358,11357,2025-10-14,2399.92,1,10064.08,0
6359,11358,2025-10-14,0.0,15,34628.16,0
6360,11359,2025-10-14,0.0,4,18597.24,0
6361,11360,2025-10-14,0.0,15,28526.75,0
6362,11361,2025-10-14,0.0,16,183481.92,0
6363,11362,2025-10-14,0.0,15,13210.32,0
6364,11363,2025-10-14,0.0,5,44634.72,0
6365,11364,2025-10-14,0.0,0,31483.08,0
6366,11365,2025-10-14,70249.0,65,103044.0,0
6367,11366,2025-10-14,46522.01,13,21075.99,0
6368,11367,2025-10-14,0.0,0,93419.2,0
6369,11368,2025-10-14,0.0,0,11131.92,0
6370,11369,2025-10-14,10248.56,23,19760.44,0
6371,11370,2025-10-14,9213.34,84,2410.66,1
6372,11371,2025-10-14,0.0,18,232577.64,0
6373,11372,2025-10-14,0.0,0,51277.32,0
6374,11373,2025-10-14,0.0,8,7389.36,0
6375,11374,2025-10-14,0.0,9,50787.36,0
6376,11375,2025-10-14,0.0,18,9789.62,0
6377,11376,2025-10-14,43432.1,0,150138.9,0
6378,11377,2025-10-14,0.0,0,9154.25,0
6379,11378,2025-10-14,0.0,5,49878.18,0
6380,11379,2025-10-14,0.0,0,68454.36,0
6381,11380,2025-10-14,0.0,0,53821.08,0
6382,11381,2025-10-14,0.0,0,61421.4,0
6383,11382,2025-10-14,0.0,10,72988.92,0
6384,11383,2025-10-14,0.0,23,17254.8,0
6385,11384,2025-10-14,0.0,10,136164.64,0
6386,11385,2025-10-14,0.0,14,49366.2,0
6387,11386,2025-10-14,0.0,0,35112.48,0
6388,11387,2025-10-14,0.0,21,63899.98,0
6389,11388,2025-10-14,0.0,12,14576.1,0
6390,11389,2025-10-14,0.0,0,11503.8,0
6391,11390,2025-10-14,5625.6,7,3140.4,0
6392,11391,2025-10-14,0.0,3,42327.0,0
6393,11392,2025-10-14,0.0,12,73201.22,0
6394,11393,2025-10-14,18293.76,11,25391.24,0
6395,11394,2025-10-14,0.0,13,258320.92,0
6396,11395,2025-10-14,0.0,9,9800.76,0
6397,11396,2025-10-14,1890.2,7,8893.8,0
6398,11397,2025-10-14,0.0,30,22781.52,0
6399,11398,2025-10-14,0.0,0,310271.52,0
6400,11399,2025-10-14,0.0,0,11342.32,0
6401,11400,2025-10-14,0.0,32,153568.45,0
6402,11401,2025-10-14,0.0,3,80813.92,0
6403,11402,2025-10-14,0.0,0,15072.12,0
6404,11403,2025-10-14,6354.03,34,128438.97,0
6405,11404,2025-10-14,0.0,30,16196.16,0
6406,11405,2025-10-14,0.0,6,18017.28,0
6407,11406,2025-10-14,0.0,28,15257.55,0
6408,11407,2025-10-14,0.0,32,248825.52,0
6409,11408,2025-10-14,0.0,3,131222.16,0
6410,11409,2025-10-14,0.0,0,224562.6,0
6411,11410,2025-10-14,0.0,7,48003.58,0
6412,11411,2025-10-14,0.0,0,6692.04,0
6413,11412,2025-10-14,0.0,3,40868.7,0
6414,11413,2025-10-14,17197.02,0,150862.98,0
6415,11414,2025-10-14,0.0,0,18691.56,0
6416,11415,2025-10-14,0.0,0,441829.15,0
6417,11416,2025-10-14,396.62,0,17991.38,0
6418,11417,2025-10-14,0.0,0,17488.44,0
6419,11418,2025-10-14,0.0,7,16259.25,0
6420,11419,2025-10-14,0.0,28,73388.32,0
6421,11420,2025-10-14,1408.34,16,7215.66,0
6422,11421,2025-10-14,0.0,0,59829.12,0
6423,11422,2025-10-14,11798.88,0,50721.12,0
6424,11423,2025-10-14,35518.11,8,23588.89,0
6425,11424,2025-10-14,0.0,13,63765.36,0
6426,11425,2025-10-14,0.0,11,143642.4,0
6427,11426,2025-10-14,0.0,0,216156.96,0
6428,11427,2025-10-14,0.0,0,12385.08,0
6429,11428,2025-10-14,0.0,36,75549.96,0
6430,11429,2025-10-14,66777.41,35,30790.59,1
6431,11430,2025-10-14,0.0,2,113382.24,0
6432,11431,2025-10-14,0.0,35,41489.72,0
6433,11432,2025-10-14,0.0,47,6651.36,0
6434,11433,2025-10-14,0.0,35,49175.56,0
6435,11434,2025-10-14,705.24,0,14039.76,0
6436,11435,2025-10-14,0.0,21,160323.36,0
6437,11436,2025-10-14,0.0,0,24994.56,0
6438,11437,2025-10-14,0.0,0,6111.0,0
6439,11438,2025-10-14,0.0,0,20323.2,0
6440,11439,2025-10-14,0.0,12,186014.16,0
6441,11440,2025-10-14,0.0,0,86046.68,0
6442,11441,2025-10-14,0.0,2,44564.4,0
6443,11442,2025-10-14,0.0,0,130770.87,0
6444,11443,2025-10-14,0.0,13,46895.52,0
6445,11444,2025-10-14,0.0,0,45886.8,0
6446,11445,2025-10-14,0.0,0,82342.9,0
6447,11446,2025-10-14,10082.0,99,10781.0,1
6448,11447,2025-10-14,0.0,0,7629.6,0
6449,11448,2025-10-14,0.0,0,41679.36,0
6450,11449,2025-10-14,47321.56,0,56293.44,0
6451,11450,2025-10-14,0.0,31,103914.72,0
6452,11451,2025-10-14,0.0,15,10054.48,0
6453,11452,2025-10-14,0.0,24,19382.4,0
6454,11453,2025-10-14,0.0,4,6903.36,0
6455,11454,2025-10-14,0.0,66,105078.6,0
6456,11455,2025-10-14,0.0,0,29987.64,0
6457,11456,2025-10-14,680603.64,17,271881.36,0
6458,11457,2025-10-14,0.0,5,148936.8,0
6459,11458,2025-10-14,161233.52,84,87027.48,1
6460,11459,2025-10-14,10038.72,23,7805.28,0
6461,11460,2025-10-14,0.0,14,116216.28,0
6462,11461,2025-10-14,13367.08,0,47603.92,0
6463,11462,2025-10-14,0.0,21,87372.72,0
6464,11463,2025-10-14,0.0,0,57088.68,0
6465,11464,2025-10-14,0.0,0,7901.76,0
6466,11465,2025-10-14,0.0,0,8486.88,0
6467,11466,2025-10-14,0.0,5,110856.45,0
6468,11467,2025-10-14,50764.71,90,25739.29,1
6469,11468,2025-10-14,0.0,37,167285.65,0
6470,11469,2025-10-14,0.0,34,17559.0,0
6471,11470,2025-10-14,0.0,0,213505.38,0
6472,11471,2025-10-14,0.0,32,136786.68,0
6473,11472,2025-10-14,172.04,10,15600.96,0
6474,11473,2025-10-14,0.0,0,55108.55,0
6475,11474,2025-10-14,0.0,0,83714.46,0
6476,11475,2025-10-14,0.0,0,25233.12,0
6477,11476,2025-10-14,0.0,0,22056.84,0
6478,11477,2025-10-14,0.0,29,173364.45,0
6479,11478,2025-10-14,664.54,0,19996.46,0
6480,11479,2025-10-14,0.0,25,36956.04,0
6481,11480,2025-10-14,0.0,24,29606.4,0
6482,11481,2025-10-14,0.0,0,269595.72,0
6483,11482,2025-10-14,0.0,9,15394.87,0
6484,11483,2025-10-14,0.0,58,352299.36,0
6485,11484,2025-10-14,20791.39,11,64843.61,0
6486,11485,2025-10-14,124775.96,5,113459.04,0
6487,11486,2025-10-14,12749.36,0,15296.64,0
6488,11487,2025-10-14,35283.0,0,15191.0,0
6489,11488,2025-10-14,0.0,6,6100.98,0
6490,11489,2025-10-14,0.0,9,29487.6,0
6491,11490,2025-10-14,0.0,37,78558.48,0
6492,11491,2025-10-14,0.0,11,253845.0,0
6493,11492,2025-10-14,0.0,6,25819.92,0
6494,11493,2025-10-14,942.88,0,61907.12,0
6495,11494,2025-10-14,2157.5,0,14353.5,0
6496,11495,2025-10-14,0.0,35,134475.84,0
6497,11496,2025-10-14,25261.72,12,8473.28,0
6498,11497,2025-10-14,958.32,11,179188.68,0
6499,11498,2025-10-14,0.0,0,253313.6,0
6500,11499,2025-10-14,0.0,12,191620.08,0
6501,11500,2025-10-14,4265.4,0,103846.6,0
6502,11501,2025-10-14,0.0,18,5661.0,0
6503,11502,2025-10-14,0.0,0,20086.56,0
6504,11503,2025-10-14,4355.2,24,17251.8,0
6505,11504,2025-10-14,0.0,0,42799.68,0
6506,11505,2025-10-14,0.0,0,75537.99,0
6507,11506,2025-10-14,0.0,0,17242.56,0
6508,11507,2025-10-14,0.0,0,14880.96,0
6509,11508,2025-10-14,29650.96,69,12938.04,1
6510,11509,2025-10-14,0.0,18,25172.64,0
6511,11510,2025-10-14,0.0,25,9715.2,0
6512,11511,2025-10-14,0.0,17,160999.2,0
6513,11512,2025-10-14,118.56,0,6292.44,0
6514,11513,2025-10-14,0.0,10,19987.2,0
6515,11514,2025-10-14,238.0,54,6930.0,0
6516,11515,2025-10-14,0.0,3,57736.8,0
6517,11516,2025-10-14,0.0,0,33087.6,0
6518,11517,2025-10-14,0.0,31,22583.16,0
6519,11518,2025-10-14,0.0,0,14091.98,0
6520,11519,2025-10-14,0.0,40,12205.44,0
6521,11520,2025-10-14,0.0,0,505255.95,0
6522,11521,2025-10-14,0.0,0,471013.2,0
6523,11522,2025-10-14,0.0,12,99727.2,0
6524,11523,2025-10-14,0.0,32,44216.19,0
6525,11524,2025-10-14,10902.79,17,19740.21,0
6526,11525,2025-10-14,0.0,11,31279.68,0
6527,11526,2025-10-14,0.0,0,346321.44,0
6528,11527,2025-10-14,0.0,0,471472.9,0
6529,11528,2025-10-14,2000.65,0,32914.35,0
6530,11529,2025-10-14,0.0,0,69345.36,0
6531,11530,2025-10-14,0.0,21,175530.6,0
6532,11531,2025-10-14,0.0,0,11768.4,0
6533,11532,2025-10-14,29544.33,0,19115.67,0
6534,11533,2025-10-14,0.0,6,21769.3,0
6535,11534,2025-10-14,26733.88,0,51752.12,0
6536,11535,2025-10-14,0.0,0,33163.24,0
6537,11536,2025-10-14,0.0,27,88736.0,0
6538,11537,2025-10-14,0.0,29,81664.2,0
6539,11538,2025-10-14,0.0,0,35696.04,0
6540,11539,2025-10-14,0.0,9,990099.0,0
6541,11540,2025-10-14,0.0,0,86229.44,0
6542,11541,2025-10-14,0.0,12,33825.15,0
6543,11542,2025-10-14,0.0,6,110157.58,0
6544,11543,2025-10-14,49956.46,63,10779.54,1
6545,11544,2025-10-14,0.0,14,45321.48,0
6546,11545,2025-10-14,0.0,46,30178.44,0
6547,11546,2025-10-14,0.0,0,50441.76,0
6548,11547,2025-10-14,0.0,14,20783.7,0
6549,11548,2025-10-14,0.0,0,23063.52,0
6550,11549,2025-10-14,0.0,0,406844.24,0
6551,11550,2025-10-14,0.0,0,49450.5,0
6552,11551,2025-10-14,0.0,28,64776.25,0
6553,11552,2025-10-14,0.0,5,12857.4,0
6554,11553,2025-10-14,0.0,9,58242.72,0
6555,11554,2025-10-14,203288.52,58,100235.48,1
6556,11555,2025-10-14,66615.46,0,35370.54,0
6557,11556,2025-10-14,0.0,13,25478.95,0
6558,11557,2025-10-14,0.0,0,16697.52,0
6559,11558,2025-10-14,0.0,5,111650.04,0
6560,11559,2025-10-14,0.0,0,56083.68,0
6561,11560,2025-10-14,0.0,34,123608.1,0
6562,11561,2025-10-14,1590.04,13,32124.96,0
6563,11562,2025-10-14,0.0,4,106076.28,0
6564,11563,2025-10-14,0.0,9,189220.12,0
6565,11564,2025-10-14,29256.75,7,95286.25,0
6566,11565,2025-10-14,0.0,6,46024.56,0
6567,11566,2025-10-14,0.0,9,29340.7,0
6568,11567,2025-10-14,25187.61,0,29599.39,0
6569,11568,2025-10-14,0.0,7,105395.24,0
6570,11569,2025-10-14,0.0,22,21721.92,0
6571,11570,2025-10-14,0.0,0,9417.0,0
6572,11571,2025-10-14,0.0,24,5870.4,0
6573,11572,2025-10-14,13102.75,7,14584.25,0
6574,11573,2025-10-14,0.0,25,320567.06,0
6575,11574,2025-10-14,0.0,0,70404.69,0
6576,11575,2025-10-14,0.0,33,303638.4,0
6577,11576,2025-10-14,0.0,0,182486.95,0
6578,11577,2025-10-14,0.0,0,288289.8,0
6579,11578,2025-10-14,0.0,7,94978.08,0
6580,11579,2025-10-14,0.0,0,20952.08,0
6581,11580,2025-10-14,0.0,7,19610.55,0
6582,11581,2025-10-14,0.0,0,39929.4,0
6583,11582,2025-10-14,0.0,6,46918.2,0
6584,11583,2025-10-14,0.0,6,124546.84,0
6585,11584,2025-10-14,0.0,0,180137.52,0
6586,11585,2025-10-14,0.0,22,93681.36,0
6587,11586,2025-10-14,0.0,0,71197.2,0
6588,11587,2025-10-14,9000.4,3,140202.6,0
6589,11588,2025-10-14,0.0,3,95194.44,0
6590,11589,2025-10-14,0.0,0,12143.44,0
6591,11590,2025-10-14,0.0,12,50084.3,0
6592,11591,2025-10-14,0.0,45,20012.52,0
6593,11592,2025-10-14,13252.92,15,32805.08,0
6594,11593,2025-10-14,0.0,9,11313.16,0
6595,11594,2025-10-14,1650.57,0,47725.43,0
6596,11595,2025-10-14,0.0,8,17899.2,0
6597,11596,2025-10-14,0.0,27,191624.4,0
6598,11597,2025-10-14,0.0,0,42428.64,0
6599,11598,2025-10-14,2998.0,25,36379.0,0
6600,11599,2025-10-14,0.0,34,168356.52,0
6601,11600,2025-10-14,2974.16,0,51851.84,0
6602,11601,2025-10-14,0.0,0,97830.45,0
6603,11602,2025-10-14,0.0,0,9606.72,0
6604,11603,2025-10-14,0.0,0,22426.92,0
6605,11604,2025-10-14,0.0,32,9925.88,0
6606,11605,2025-10-14,0.0,9,11662.14,0
6607,11606,2025-10-14,7203.42,0,11603.58,1
6608,11607,2025-10-14,0.0,0,58025.76,0
6609,11608,2025-10-14,0.0,0,51958.2,0
6610,11609,2025-10-14,0.0,15,11475.62,0
6611,11610,2025-10-14,0.0,0,131035.44,0
6612,11611,2025-10-14,0.0,42,86478.0,0
6613,11612,2025-10-14,0.0,4,216060.48,0
6614,11613,2025-10-14,5518.24,0,21807.76,0
6615,11614,2025-10-14,0.0,12,39072.99,0
6616,11615,2025-10-14,0.0,32,32974.55,0
6617,11616,2025-10-14,0.0,0,246165.48,0
6618,11617,2025-10-14,0.0,21,22836.6,0
6619,11618,2025-10-14,22238.93,59,10030.07,1
6620,11619,2025-10-14,504.64,0,10479.36,0
6621,11620,2025-10-14,0.0,14,499280.04,0
6622,11621,2025-10-14,0.0,0,41202.92,0
6623,11622,2025-10-14,0.0,9,103565.4,0
6624,11623,2025-10-14,0.0,0,18707.15,0
6625,11624,2025-10-14,0.0,4,84536.64,0
6626,11625,2025-10-14,60278.81,163,35478.19,1
6627,11626,2025-10-14,3879.28,34,2414.72,0
6628,11627,2025-10-14,0.0,12,39753.36,0
6629,11628,2025-10-14,0.0,0,24415.2,0
6630,11629,2025-10-14,0.0,2,110219.01,0
6631,11630,2025-10-14,0.0,1,6718.56,0
6632,11631,2025-10-14,1716.87,4,35836.13,0
6633,11632,2025-10-14,0.0,0,67644.0,0
6634,11633,2025-10-14,0.0,6,39450.06,0
6635,11634,2025-10-14,0.0,6,19139.4,0
6636,11635,2025-10-14,0.0,11,36211.35,0
6637,11636,2025-10-14,0.0,7,30334.5,0
6638,11637,2025-10-14,0.0,0,32616.36,0
6639,11638,2025-10-14,0.0,0,11357.94,0
6640,11639,2025-10-14,0.0,0,57972.96,0
6641,11640,2025-10-14,255.92,0,15073.08,0
6642,11641,2025-10-14,0.0,3,5868.0,0
6643,11642,2025-10-14,0.0,14,163864.24,0
6644,11643,2025-10-14,0.0,0,54745.51,0
6645,11644,2025-10-14,0.0,6,136556.58,0
6646,11645,2025-10-14,0.0,0,59627.75,0
6647,11646,2025-10-14,0.0,0,87099.6,0
6648,11647,2025-10-14,0.0,17,33539.04,0
6649,11648,2025-10-14,5504.6,1,9148.4,0
6650,11649,2025-10-14,1057.1,0,18708.9,0
6651,11650,2025-10-14,0.0,0,19516.68,0
6652,11651,2025-10-14,0.0,18,7044.0,0
6653,11652,2025-10-14,0.0,55,156911.85,0
6654,11653,2025-10-14,0.0,4,129619.7,0
6655,11654,2025-10-14,0.0,0,18874.44,0
6656,11655,2025-10-14,0.0,0,36708.6,0
6657,11656,2025-10-14,0.0,6,16821.7,0
